gene,ensembl_base,gene_length,gene_type
PLD1,ENSG00000075651,210546,protein_coding
TMEM212,ENSG00000186329,95367,protein_coding
TMEM212-AS1,ENSG00000234717,24389,lincRNA
TMEM212-IT1,ENSG00000235943,805,sense_intronic
AC055714.1,ENSG00000281752,145,miRNA
FNDC3B,ENSG00000075420,362038,protein_coding
RP11-423E7.1,ENSG00000237483,445,processed_pseudogene
RN7SL141P,ENSG00000243398,266,misc_RNA
RP11-423E7.2,ENSG00000279862,1399,TEC
BZW1P1,ENSG00000236686,1240,processed_pseudogene
GHSR,ENSG00000121853,3324,protein_coding
TNFSF10,ENSG00000121858,18000,protein_coding
AC007919.18,ENSG00000224611,217,processed_pseudogene
AC007919.2,ENSG00000280600,136,miRNA
RP11-408H1.3,ENSG00000223387,34720,lincRNA
SLC31A1P1,ENSG00000224426,567,processed_pseudogene
NCEH1,ENSG00000144959,80970,protein_coding
AC007919.1,ENSG00000264711,81,miRNA
AC007919.19,ENSG00000231384,511,processed_pseudogene
RNU6-547P,ENSG00000252082,102,snRNA
ECT2,ENSG00000114346,70793,protein_coding
SNORA72,ENSG00000200355,129,snoRNA
RNU4-4P,ENSG00000201458,130,snRNA
AC108667.1,ENSG00000280919,70,miRNA
ATP5G1P4,ENSG00000227440,441,processed_pseudogene
RP11-816B4.1,ENSG00000237501,249,processed_pseudogene
SPATA16,ENSG00000144962,251911,protein_coding
RP11-324C10.1,ENSG00000237473,183229,lincRNA
NLGN1,ENSG00000169760,890361,protein_coding
RP11-521A24.1,ENSG00000237645,481,processed_pseudogene
NLGN1-AS1,ENSG00000228213,10299,antisense
RN7SKP234,ENSG00000252982,224,misc_RNA
RP11-393N4.1,ENSG00000232601,344,processed_pseudogene
RP11-393N4.2,ENSG00000213169,762,processed_pseudogene
NAALADL2,ENSG00000177694,1371980,protein_coding
RN7SKP40,ENSG00000253020,242,misc_RNA
EEF1B2P8,ENSG00000230497,671,processed_pseudogene
NAALADL2-AS3,ENSG00000230292,35936,processed_transcript
NAALADL2-AS2,ENSG00000226779,36236,antisense
MIR4789,ENSG00000264974,82,miRNA
RNU6-1233P,ENSG00000199792,102,snRNA
RNU4-91P,ENSG00000201648,135,snRNA
RP11-744O11.2,ENSG00000236241,1715,processed_pseudogene
UBE2V1P2,ENSG00000214192,440,processed_pseudogene
RNU6-1317P,ENSG00000201452,104,snRNA
NAALADL2-AS1,ENSG00000225552,3189,antisense
RP11-809F4.3,ENSG00000260217,2109,lincRNA
ACTG1P23,ENSG00000230362,1074,processed_pseudogene
EI24P1,ENSG00000236357,867,processed_pseudogene
RP11-809F4.4,ENSG00000271413,146,processed_pseudogene
RP11-78E6.1,ENSG00000238026,836,processed_pseudogene
LINC01208,ENSG00000223715,31390,lincRNA
RP11-644C3.1,ENSG00000232461,223898,lincRNA
RNA5SP147,ENSG00000252302,109,rRNA
LINC01209,ENSG00000228308,2847,lincRNA
MTND5P15,ENSG00000231888,349,processed_pseudogene
TBL1XR1,ENSG00000177565,178042,protein_coding
TBL1XR1-AS1,ENSG00000231310,10519,antisense
Y_RNA,ENSG00000201343,110,misc_RNA
RNU6-681P,ENSG00000200882,104,snRNA
LINC00501,ENSG00000203645,28977,lincRNA
ASS1P7,ENSG00000236893,1226,processed_pseudogene
RP11-706D8.3,ENSG00000226782,11539,lincRNA
LINC00578,ENSG00000228221,310385,lincRNA
RN7SKP52,ENSG00000252028,250,misc_RNA
RP11-114M1.2,ENSG00000236385,6906,lincRNA
SNORA18,ENSG00000200288,128,snoRNA
RP11-114M1.1,ENSG00000228561,7624,lincRNA
RP11-114M1.3,ENSG00000277241,727,processed_pseudogene
RP11-91K9.1,ENSG00000231574,82360,lincRNA
RP11-2L8.1,ENSG00000225790,2840,lincRNA
RP11-2L8.2,ENSG00000270321,5733,lincRNA
RNU6-1120P,ENSG00000199858,108,snRNA
RP11-33A14.1,ENSG00000223930,183368,lincRNA
KCNMB2,ENSG00000197584,571498,protein_coding
RP11-385J1.3,ENSG00000275163,424178,protein_coding
LINC01014,ENSG00000223941,38109,sense_intronic
RNA5SP148,ENSG00000252336,94,rRNA
RP11-33A14.3,ENSG00000271131,484,processed_pseudogene
KCNMB2-AS1,ENSG00000237978,333901,antisense
ZMAT3,ENSG00000172667,55057,protein_coding
Y_RNA,ENSG00000200616,110,misc_RNA
RP11-360P21.2,ENSG00000229102,46608,lincRNA
PIK3CA,ENSG00000121879,91980,protein_coding
SNORA25,ENSG00000201957,128,snoRNA
KCNMB3,ENSG00000171121,30312,protein_coding
LRRFIP1P1,ENSG00000240429,2246,processed_pseudogene
ZNF639,ENSG00000121864,15593,protein_coding
RP11-255C15.3,ENSG00000260743,1566,lincRNA
MFN1,ENSG00000171109,47240,protein_coding
GNB4,ENSG00000114450,55502,protein_coding
AC007620.3,ENSG00000242539,2231,antisense
RP11-145M9.5,ENSG00000272699,497,antisense
RP11-145M9.2,ENSG00000239255,25,processed_pseudogene
MTHFD2P7,ENSG00000181260,983,processed_pseudogene
ACTL6A,ENSG00000136518,25529,protein_coding
RP11-15L13.4,ENSG00000272910,501,antisense
RP11-145M9.6,ENSG00000272660,140,antisense
MRPL47,ENSG00000136522,16370,protein_coding
NDUFB5,ENSG00000136521,22958,protein_coding
SNOU13,ENSG00000239096,104,snoRNA
RP11-473P24.2,ENSG00000243977,707,processed_pseudogene
USP13,ENSG00000058056,136647,protein_coding
PEX5L,ENSG00000114757,242096,protein_coding
RP11-494H4.3,ENSG00000270178,304,lincRNA
PEX5L-AS1,ENSG00000243799,6234,antisense
PEX5L-AS2,ENSG00000244302,23667,antisense
RNA5SP149,ENSG00000201822,92,rRNA
RP11-657G5.2,ENSG00000282327,54,processed_pseudogene
GAPDHP36,ENSG00000213158,918,processed_pseudogene
RP11-420J11.1,ENSG00000239880,1953,processed_pseudogene
RP11-420J11.2,ENSG00000241696,8333,lincRNA
U8,ENSG00000201810,136,snoRNA
RP11-496B10.3,ENSG00000239774,35218,lincRNA
RNU6-486P,ENSG00000199986,107,snRNA
RP11-496B10.1,ENSG00000241946,161,processed_pseudogene
TTC14,ENSG00000163728,15699,protein_coding
CCDC39,ENSG00000145075,268148,protein_coding
CCDC39-AS1,ENSG00000243187,20366,antisense
RN7SL229P,ENSG00000242811,299,misc_RNA
RP11-259P15.4,ENSG00000242068,1165,processed_pseudogene
RP11-259P15.3,ENSG00000241473,1069,processed_pseudogene
FLYWCH1P1,ENSG00000239516,1874,processed_pseudogene
FXR1,ENSG00000114416,114613,protein_coding
RP11-259P15.1,ENSG00000213157,399,processed_pseudogene
DNAJC19,ENSG00000205981,6066,protein_coding
SOX2-OT,ENSG00000242808,847111,sense_overlapping
RP11-262M14.2,ENSG00000242140,231,processed_pseudogene
RNU6-4P,ENSG00000206932,107,snRNA
FAUP2,ENSG00000237806,557,processed_pseudogene
RP11-275H4.1,ENSG00000241231,21429,lincRNA
RPL7AP25,ENSG00000235294,805,processed_pseudogene
RP11-4B14.3,ENSG00000239381,1705,lincRNA
SOX2OT_EXON1,ENSG00000276074,232,misc_RNA
SOX2OT_EXON3,ENSG00000276690,276,misc_RNA
AC117415.1,ENSG00000281596,79,miRNA
SOX2,ENSG00000181449,2513,protein_coding
SOX2OT_EXON4,ENSG00000278026,109,misc_RNA
RN7SL703P,ENSG00000266317,302,misc_RNA
RNA5SP150,ENSG00000199839,119,rRNA
RP11-252O18.2,ENSG00000239805,360,processed_pseudogene
RP11-252O18.3,ENSG00000213155,804,processed_pseudogene
LINC01206,ENSG00000242512,58336,lincRNA
RN7SKP265,ENSG00000252257,223,misc_RNA
RP11-416O18.2,ENSG00000240478,20254,lincRNA
RP11-338L18.1,ENSG00000242012,3110,lincRNA
FLJ46066,ENSG00000241098,39395,lincRNA
EIF4EP3,ENSG00000244199,656,processed_pseudogene
RP11-139K4.2,ENSG00000244247,8861,lincRNA
RPL7L1P8,ENSG00000228766,741,processed_pseudogene
RP11-646E18.2,ENSG00000238837,11667,lincRNA
RP11-646E18.3,ENSG00000243378,358,processed_pseudogene
RP11-646E18.4,ENSG00000260377,1180,lincRNA
RP11-225N10.1,ENSG00000240063,10159,antisense
ATP11B,ENSG00000058063,128136,protein_coding
RP11-225N10.3,ENSG00000270554,1099,processed_pseudogene
RP11-531F16.4,ENSG00000273261,699,antisense
DCUN1D1,ENSG00000043093,47880,protein_coding
RP11-531F16.3,ENSG00000244346,5525,processed_pseudogene
MCCC1,ENSG00000078070,100858,protein_coding
MCCC1-AS1,ENSG00000243368,1554,antisense
LAMP3,ENSG00000078081,41627,protein_coding
MCF2L2,ENSG00000053524,250736,protein_coding
B3GNT5,ENSG00000176597,45261,protein_coding
RNA5SP151,ENSG00000202502,117,rRNA
LINC00888,ENSG00000240024,8406,transcribed_unprocessed_pseudogene
SNORA63,ENSG00000201229,132,snoRNA
SNORA81,ENSG00000253092,198,snoRNA
SNORA63,ENSG00000199363,131,snoRNA
SNORA4,ENSG00000251730,135,snoRNA
RP11-393B14.2,ENSG00000271682,351,processed_pseudogene
KLHL6,ENSG00000172578,68159,protein_coding
KLHL6-AS1,ENSG00000242522,3592,antisense
RP11-14I2.2,ENSG00000243584,3123,processed_pseudogene
KLHL24,ENSG00000114796,48910,protein_coding
YEATS2,ENSG00000163872,114808,protein_coding
AC131160.1,ENSG00000216166,79,miRNA
AC131160.2,ENSG00000276325,49,miRNA
YEATS2-AS1,ENSG00000233885,4327,antisense
MAP6D1,ENSG00000180834,9719,protein_coding
PARL,ENSG00000175193,55549,protein_coding
RPSAP31,ENSG00000234371,3526,transcribed_processed_pseudogene
MIR4448,ENSG00000263932,86,miRNA
CYP2AB1P,ENSG00000233441,15037,transcribed_unprocessed_pseudogene
ABCC5,ENSG00000114770,98082,protein_coding
ABCC5-AS1,ENSG00000223882,5082,antisense
EEF1A1P8,ENSG00000223529,1388,processed_pseudogene
HTR3D,ENSG00000186090,7826,protein_coding
HTR3C,ENSG00000178084,7625,protein_coding
RP11-778D9.9,ENSG00000233576,7441,unprocessed_pseudogene
Y_RNA,ENSG00000207351,113,misc_RNA
HTR3E-AS1,ENSG00000238020,10061,antisense
HTR3E,ENSG00000186038,9932,protein_coding
HSP90AA5P,ENSG00000205955,2547,transcribed_processed_pseudogene
RP11-778D9.13,ENSG00000273181,620,lincRNA
RP11-778D9.12,ENSG00000272721,1220,antisense
EIF2B5,ENSG00000145191,549721,protein_coding
RP11-778D9.4,ENSG00000228205,732,processed_pseudogene
DVL3,ENSG00000161202,18223,protein_coding
AP2M1,ENSG00000161203,9403,protein_coding
ABCF3,ENSG00000161204,7990,protein_coding
VWA5B2,ENSG00000145198,11901,protein_coding
MIR1224,ENSG00000221120,85,miRNA
ALG3,ENSG00000214160,7248,protein_coding
ECE2,ENSG00000145194,43382,protein_coding
CAMK2N2,ENSG00000163888,2251,protein_coding
PSMD2,ENSG00000175166,10346,protein_coding
EIF4G1,ENSG00000114867,20864,protein_coding
SNORD66,ENSG00000212158,76,snoRNA
FAM131A,ENSG00000175182,10350,protein_coding
CLCN2,ENSG00000114859,15467,protein_coding
POLR2H,ENSG00000163882,6879,protein_coding
THPO,ENSG00000090534,6210,protein_coding
CHRD,ENSG00000090539,10664,protein_coding
RP11-433C9.2,ENSG00000224153,38112,lincRNA
EIF2B5-IT1,ENSG00000227509,3287,sense_intronic
EIF2B5-AS1,ENSG00000230215,10205,antisense
EPHB3,ENSG00000182580,20626,protein_coding
MAGEF1,ENSG00000177383,1636,protein_coding
RP11-329B9.4,ENSG00000272970,4875,lincRNA
RP11-329B9.3,ENSG00000273403,526,lincRNA
RP11-329B9.5,ENSG00000272922,467,lincRNA
RP11-329B9.1,ENSG00000229433,16767,lincRNA
VPS8,ENSG00000156931,240472,protein_coding
C3ORF70,ENSG00000187068,74965,protein_coding
EHHADH-AS1,ENSG00000223358,29085,antisense
EHHADH,ENSG00000113790,91367,protein_coding
EIF2S2P2,ENSG00000229704,982,processed_pseudogene
MIR5588,ENSG00000264614,63,miRNA
MAP3K13,ENSG00000073803,206157,protein_coding
RPL4P4,ENSG00000229638,1284,processed_pseudogene
TMEM41A,ENSG00000163900,22562,protein_coding
LIPH,ENSG00000163898,46352,protein_coding
SENP2,ENSG00000163904,51056,protein_coding
RP11-537I16.2,ENSG00000236489,299,processed_pseudogene
IGF2BP2,ENSG00000073792,181318,protein_coding
IGF2BP2-AS1,ENSG00000163915,17260,antisense
MIR548AQ,ENSG00000265470,58,miRNA
TRA2B,ENSG00000136527,22231,protein_coding
RP11-443P15.2,ENSG00000171658,20930,transcribed_unprocessed_pseudogene
ETV5,ENSG00000244405,64011,protein_coding
METAZOA_SRP,ENSG00000277118,286,misc_RNA
ETV5-AS1,ENSG00000234197,1778,antisense
DGKG,ENSG00000058866,256570,protein_coding
RP11-78H24.1,ENSG00000234548,10352,lincRNA
RP11-48F14.1,ENSG00000224406,38680,lincRNA
RP11-48F14.2,ENSG00000226859,1644,lincRNA
CRYGS,ENSG00000213139,8262,protein_coding
TBCCD1,ENSG00000113838,24471,protein_coding
DNAJB11,ENSG00000090520,29801,protein_coding
RP11-573D15.8,ENSG00000197099,193511,antisense
AHSG,ENSG00000145192,8396,protein_coding
METAZOA_SRP,ENSG00000275696,276,misc_RNA
FETUB,ENSG00000090512,17173,protein_coding
HRG,ENSG00000113905,18025,protein_coding
RP11-795A2.2,ENSG00000225175,5178,unprocessed_pseudogene
RP11-795A2.3,ENSG00000226724,10055,unprocessed_pseudogene
KNG1,ENSG00000113889,26679,protein_coding
PSMD10P2,ENSG00000226652,1358,transcribed_processed_pseudogene
RNU6-1105P,ENSG00000207505,107,snRNA
GPS2P2,ENSG00000230951,888,processed_pseudogene
RP11-573D15.9,ENSG00000263826,2400,antisense
EIF4A2,ENSG00000156976,6696,protein_coding
SNORD2,ENSG00000238942,69,snoRNA
SNORA63,ENSG00000200418,123,snoRNA
MIR1248,ENSG00000281017,106,miRNA
SNORA81,ENSG00000221420,178,snoRNA
SNORA63,ENSG00000200320,132,snoRNA
SNORA4,ENSG00000263776,138,snoRNA
RFC4,ENSG00000163918,17179,protein_coding
RP11-573D15.3,ENSG00000231724,10430,antisense
RP11-573D15.2,ENSG00000232233,14642,lincRNA
RP11-573D15.1,ENSG00000231982,789,unprocessed_pseudogene
ADIPOQ,ENSG00000181092,15774,protein_coding
ADIPOQ-AS1,ENSG00000226482,4238,antisense
RPS20P14,ENSG00000223803,360,processed_pseudogene
RP11-42D20.1,ENSG00000233565,468,processed_pseudogene
ST6GAL1,ENSG00000073849,148069,protein_coding
RPL39L,ENSG00000163923,59961,protein_coding
RP11-208N14.4,ENSG00000198491,10540,antisense
RTP1,ENSG00000175077,3980,protein_coding
MASP1,ENSG00000127241,74738,protein_coding
RTP4,ENSG00000136514,3745,protein_coding
RP11-560F18.1,ENSG00000280270,1749,TEC
SNOU13,ENSG00000239093,105,snoRNA
RP11-567G11.1,ENSG00000228952,606,lincRNA
SST,ENSG00000157005,1494,protein_coding
RTP2,ENSG00000198471,4299,protein_coding
RP11-211G3.3,ENSG00000228804,31537,antisense
BCL6,ENSG00000113916,24351,protein_coding
RP11-211G3.2,ENSG00000223401,1735,lincRNA
RP11-30O15.1,ENSG00000224049,9072,lincRNA
RP11-44H4.1,ENSG00000236864,13458,lincRNA
RP11-132N15.3,ENSG00000224187,17633,lincRNA
RP11-132N15.1,ENSG00000225058,6569,lincRNA
RP11-132N15.2,ENSG00000236412,1707,lincRNA
RP11-430L16.1,ENSG00000234238,39925,lincRNA
LPP-AS2,ENSG00000270959,2852,antisense
LPP,ENSG00000145012,737388,protein_coding
FLJ42393,ENSG00000279891,2270,TEC
AC117507.1,ENSG00000276242,109,miRNA
LPP-AS1,ENSG00000224563,6429,antisense
AC063932.1,ENSG00000264114,62,miRNA
MIR28,ENSG00000207651,86,miRNA
TPRG1-AS1,ENSG00000234076,5925,lincRNA
TPRG1,ENSG00000188001,378091,protein_coding
RP11-297K7.1,ENSG00000236182,754,processed_pseudogene
TPRG1-AS2,ENSG00000230115,1909,antisense
TP63,ENSG00000073282,265864,protein_coding
RP11-600G3.1,ENSG00000227971,140,processed_pseudogene
MIR944,ENSG00000216058,88,miRNA
P3H2,ENSG00000090530,165710,protein_coding
MTAPP2,ENSG00000230077,832,processed_pseudogene
P3H2-AS1,ENSG00000225764,23883,antisense
AC067718.1,ENSG00000252733,88,miRNA
RNU6-1109P,ENSG00000212489,107,snRNA
NMNAT1P3,ENSG00000238077,888,processed_pseudogene
CLDN1,ENSG00000163347,16775,protein_coding
CLDN16,ENSG00000113946,89603,protein_coding
TMEM207,ENSG00000198398,21222,protein_coding
IL1RAP,ENSG00000196083,145700,protein_coding
GCNT1P3,ENSG00000231047,575,processed_pseudogene
RN7SKP296,ENSG00000223117,341,misc_RNA
RP11-268E23.2,ENSG00000273370,535,lincRNA
RP11-95L3.2,ENSG00000228730,926,lincRNA
CCT6P4,ENSG00000232610,1589,processed_pseudogene
RP11-332P22.2,ENSG00000214147,1209,processed_pseudogene
GMNC,ENSG00000205835,39553,protein_coding
OSTN,ENSG00000188729,66375,protein_coding
OSTN-AS1,ENSG00000233308,21315,antisense
UTS2B,ENSG00000188958,63369,protein_coding
CCDC50,ENSG00000152492,69594,protein_coding
PYDC2,ENSG00000253548,294,protein_coding
RP11-197K6.1,ENSG00000223812,33033,lincRNA
Y_RNA,ENSG00000201860,103,misc_RNA
Y_RNA,ENSG00000280857,96,misc_RNA
RP11-655G22.2,ENSG00000237653,478,processed_pseudogene
RP11-655G22.1,ENSG00000232353,6678,lincRNA
RN7SKP222,ENSG00000222583,315,misc_RNA
FGF12,ENSG00000114279,628370,protein_coding
FGF12-AS1,ENSG00000231383,45061,antisense
FGF12-AS2,ENSG00000230126,1552,antisense
FGF12-AS3,ENSG00000226709,4568,antisense
SNOU13,ENSG00000238902,104,snoRNA
RNU1-20P,ENSG00000200184,162,snRNA
MB21D2,ENSG00000180611,121347,protein_coding
RP11-143P4.2,ENSG00000232130,32401,lincRNA
VEZF1P1,ENSG00000236229,1753,processed_pseudogene
HRASLS,ENSG00000127252,36614,protein_coding
ATP13A5,ENSG00000187527,104054,protein_coding
ATP13A5-AS1,ENSG00000236508,7119,antisense
ATP13A4,ENSG00000127249,191035,protein_coding
ATP13A4-AS1,ENSG00000225473,1876,antisense
RP11-175P19.2,ENSG00000236297,14279,transcribed_processed_pseudogene
OPA1,ENSG00000198836,104680,protein_coding
OPA1-AS1,ENSG00000224855,8729,antisense
Y_RNA,ENSG00000207370,113,misc_RNA
RN7SL447P,ENSG00000243991,245,misc_RNA
RP11-528A4.3,ENSG00000223986,323,processed_pseudogene
RP11-528A4.2,ENSG00000229155,1465,lincRNA
RP11-699L21.1,ENSG00000214146,46288,lincRNA
RP11-699L21.2,ENSG00000238043,25485,lincRNA
DPPA2P3,ENSG00000224403,655,processed_pseudogene
RP11-407B7.1,ENSG00000230102,65712,processed_transcript
RP11-407B7.3,ENSG00000276407,10341,lincRNA
RP11-135A1.3,ENSG00000229964,17614,lincRNA
RP11-135A1.2,ENSG00000232874,586,antisense
HES1,ENSG00000114315,2588,protein_coding
RN7SL215P,ENSG00000242201,298,misc_RNA
RP11-513G11.4,ENSG00000225742,47138,lincRNA
RP11-513G11.3,ENSG00000238097,10125,lincRNA
RP11-513G11.2,ENSG00000228271,10687,lincRNA
LINC00887,ENSG00000214145,16339,lincRNA
CPN2,ENSG00000178772,11564,protein_coding
LRRC15,ENSG00000172061,14497,protein_coding
GP5,ENSG00000178732,3534,protein_coding
ATP13A3,ENSG00000133657,95693,protein_coding
RP11-384A12.1,ENSG00000271483,163,processed_pseudogene
LINC00884,ENSG00000233058,30826,antisense
AC108676.1,ENSG00000244675,5187,sense_overlapping
RNU6-1101P,ENSG00000252053,81,snRNA
RPL23AP93,ENSG00000232873,1024,processed_pseudogene
TMEM44-AS1,ENSG00000231770,6250,antisense
TMEM44,ENSG00000145014,46017,protein_coding
AC046143.3,ENSG00000229334,12479,antisense
RP11-534C12.1,ENSG00000272707,160,lincRNA
LSG1,ENSG00000041802,31690,protein_coding
FAM43A,ENSG00000185112,2494,protein_coding
AC106706.1,ENSG00000233987,1417,lincRNA
AC090505.6,ENSG00000237222,73748,lincRNA
AC090505.5,ENSG00000234805,1834,processed_pseudogene
AC090505.4,ENSG00000230401,3475,lincRNA
AC090505.1,ENSG00000238031,4703,lincRNA
XXYLT1,ENSG00000173950,202889,protein_coding
XXYLT1-AS1,ENSG00000233303,1470,antisense
MIR3137,ENSG00000265333,75,miRNA
RN7SL36P,ENSG00000244314,276,misc_RNA
XXYLT1-AS2,ENSG00000230266,4920,antisense
RNU6-25P,ENSG00000206600,107,snRNA
METAZOA_SRP,ENSG00000281397,259,misc_RNA
ACAP2,ENSG00000114331,168343,protein_coding
ACAP2-IT1,ENSG00000229325,2019,sense_intronic
AC069213.4,ENSG00000227433,367,processed_pseudogene
Y_RNA,ENSG00000207368,111,misc_RNA
PPP1R2,ENSG00000184203,28962,protein_coding
RNU6ATAC24P,ENSG00000252620,135,snRNA
AC091633.3,ENSG00000223711,6534,antisense
RN7SL73P,ENSG00000265882,252,misc_RNA
AC091633.2,ENSG00000236844,474,processed_pseudogene
AC090018.1,ENSG00000236425,366,processed_pseudogene
APOD,ENSG00000189058,15504,protein_coding
AC069213.1,ENSG00000224769,5287,unprocessed_pseudogene
RP11-141C7.5,ENSG00000282206,1114,unprocessed_pseudogene
RP11-141C7.3,ENSG00000271662,1327,processed_pseudogene
AC069513.4,ENSG00000229178,2363,lincRNA
LINC00969,ENSG00000242086,81903,lincRNA
SDHAP2,ENSG00000215837,27809,transcribed_unprocessed_pseudogene
AC233280.3,ENSG00000276635,113,miRNA
MIR570,ENSG00000207650,97,miRNA
MUC20,ENSG00000176945,20242,protein_coding
MUC4,ENSG00000145113,65513,protein_coding
AC124944.5,ENSG00000223783,24212,lincRNA
AC124944.4,ENSG00000235836,611,processed_pseudogene
TNK2,ENSG00000061938,48582,protein_coding
MIR6829,ENSG00000276489,67,miRNA
TNK2-AS1,ENSG00000224614,3182,antisense
AC124944.3,ENSG00000226155,1938,antisense
RP11-352G9.1,ENSG00000273009,606,lincRNA
RNU2-11P,ENSG00000239122,187,snRNA
AC024937.6,ENSG00000231443,1497,processed_pseudogene
RP11-480A16.1,ENSG00000260261,3508,lincRNA
SDHAP1,ENSG00000185485,30571,transcribed_unprocessed_pseudogene
AC024937.1,ENSG00000278820,113,miRNA
AC024937.4,ENSG00000231464,1496,processed_pseudogene
TFRC,ENSG00000072274,55007,protein_coding
AC024937.2,ENSG00000228413,560,processed_pseudogene
RNU7-18P,ENSG00000252174,62,snRNA
LINC00885,ENSG00000224652,18255,lincRNA
ZDHHC19,ENSG00000163958,13989,protein_coding
Y_RNA,ENSG00000222335,105,misc_RNA
SLC51A,ENSG00000163959,31692,protein_coding
PCYT1A,ENSG00000161217,73736,protein_coding
RP11-447L10.1,ENSG00000272741,69993,protein_coding
AC069257.8,ENSG00000228028,1113,antisense
TCTEX1D2,ENSG00000213123,27081,protein_coding
AC069257.6,ENSG00000237418,155,processed_pseudogene
TM4SF19-TCTEX1D2,ENSG00000273331,22292,protein_coding
TM4SF19-AS1,ENSG00000235897,7241,antisense
TM4SF19,ENSG00000145107,19162,protein_coding
RNU6-910P,ENSG00000212146,107,snRNA
UBXN7,ENSG00000163960,84813,protein_coding
RNU6-1279P,ENSG00000206644,103,snRNA
RN7SL434P,ENSG00000241868,271,misc_RNA
RN7SL738P,ENSG00000243339,297,misc_RNA
AC083822.2,ENSG00000226345,201,processed_pseudogene
UBXN7-AS1,ENSG00000225822,1146,antisense
AC117490.2,ENSG00000225240,60,unprocessed_pseudogene
RNF168,ENSG00000163961,34986,protein_coding
CTD-2002J20.1,ENSG00000273013,594,antisense
SMCO1,ENSG00000214097,8490,protein_coding
AC092933.4,ENSG00000213358,1453,unprocessed_pseudogene
AC092933.3,ENSG00000225770,171,processed_pseudogene
WDR53,ENSG00000185798,14498,protein_coding
FBXO45,ENSG00000174013,20449,protein_coding
LINC01063,ENSG00000232065,1090,antisense
NRROS,ENSG00000174004,22319,protein_coding
PIGX,ENSG00000163964,96233,protein_coding
CEP19,ENSG00000174007,6017,protein_coding
RNU6-646P,ENSG00000201441,106,snRNA
PAK2,ENSG00000180370,92791,protein_coding
RNU4-89P,ENSG00000272359,133,snRNA
RNU6-42P,ENSG00000206892,107,snRNA
SENP5,ENSG00000119231,66859,protein_coding
AC127904.2,ENSG00000230732,1934,sense_intronic
NCBP2,ENSG00000114503,7196,protein_coding
NCBP2-AS1,ENSG00000225578,2658,antisense
NCBP2-AS2,ENSG00000270170,918,protein_coding
PIGZ,ENSG00000119227,22718,protein_coding
AC011322.1,ENSG00000233487,3669,transcribed_processed_pseudogene
MFI2,ENSG00000163975,41196,protein_coding
MFI2-AS1,ENSG00000228109,5285,antisense
DLG1,ENSG00000075711,256741,protein_coding
MIR4797,ENSG00000265850,71,miRNA
